city,station,datetime_local,pollutant,value
Barcelona,Eixample,2025-06-04 13:00:00,o3,68.8
Barcelona,Eixample,2025-06-04 14:00:00,pm25,21.3
Barcelona,Eixample,2025-06-04 14:00:00,o3,104.6
Barcelona,Eixample,2025-06-04 15:00:00,pm25,16.6
Barcelona,Eixample,2025-06-04 15:00:00,o3,28.8
Barcelona,Eixample,2025-06-04 16:00:00,pm25,30.6
Barcelona,Eixample,2025-06-04 16:00:00,o3,109.4
Barcelona,Eixample,2025-06-04 17:00:00,pm25,54.4
Barcelona,Eixample,2025-06-04 17:00:00,o3,88.6
Barcelona,Eixample,2025-06-04 18:00:00,pm25,54.3
Barcelona,Eixample,2025-06-04 18:00:00,o3,100.9
Barcelona,Eixample,2025-06-04 19:00:00,pm25,35.0
Barcelona,Eixample,2025-06-04 19:00:00,o3,51.9
Barcelona,Eixample,2025-06-04 20:00:00,pm25,48.1
Barcelona,Eixample,2025-06-04 20:00:00,o3,81.2
Barcelona,Eixample,2025-06-04 21:00:00,pm25,27.4
Barcelona,Eixample,2025-06-04 21:00:00,o3,33.0
Barcelona,Eixample,2025-06-04 22:00:00,pm25,46.8
Barcelona,Eixample,2025-06-04 22:00:00,o3,47.3
Barcelona,Eixample,2025-06-04 23:00:00,pm25,56.7
Barcelona,Eixample,2025-06-04 23:00:00,o3,45.5
Barcelona,Eixample,2025-06-05 00:00:00,pm25,14.4
Barcelona,Eixample,2025-06-05 00:00:00,o3,95.6
Barcelona,Eixample,2025-06-05 01:00:00,pm25,16.0
Barcelona,Eixample,2025-06-05 01:00:00,o3,40.2
Barcelona,Eixample,2025-06-05 02:00:00,pm25,39.2
Barcelona,Eixample,2025-06-05 02:00:00,o3,99.3
Barcelona,Eixample,2025-06-05 03:00:00,pm25,18.2
Barcelona,Eixample,2025-06-05 03:00:00,o3,51.4
Barcelona,Eixample,2025-06-05 04:00:00,pm25,48.4
Barcelona,Eixample,2025-06-05 04:00:00,o3,107.6
Barcelona,Eixample,2025-06-05 05:00:00,pm25,34.0
Barcelona,Eixample,2025-06-05 05:00:00,o3,37.2
Barcelona,Eixample,2025-06-05 06:00:00,pm25,8.7
Barcelona,Eixample,2025-06-05 06:00:00,o3,44.5
Barcelona,Eixample,2025-06-05 07:00:00,pm25,14.9
Barcelona,Eixample,2025-06-05 07:00:00,o3,82.6
Barcelona,Eixample,2025-06-05 08:00:00,pm25,14.3
Barcelona,Eixample,2025-06-05 08:00:00,o3,68.0
Barcelona,Eixample,2025-06-05 09:00:00,pm25,44.1
Barcelona,Eixample,2025-06-05 09:00:00,o3,74.4
Barcelona,Eixample,2025-06-05 10:00:00,pm25,18.4
Barcelona,Eixample,2025-06-05 10:00:00,o3,93.4
Barcelona,Eixample,2025-06-05 11:00:00,pm25,45.2
Barcelona,Eixample,2025-06-05 11:00:00,o3,87.8
Barcelona,Eixample,2025-06-05 12:00:00,pm25,14.8
Barcelona,Eixample,2025-06-05 12:00:00,o3,35.5
Barcelona,Eixample,2025-06-05 13:00:00,pm25,56.2
Barcelona,Eixample,2025-06-05 13:00:00,o3,58.8
Barcelona,Eixample,2025-06-05 14:00:00,pm25,23.6
Barcelona,Eixample,2025-06-05 14:00:00,o3,66.5
Barcelona,Eixample,2025-06-05 15:00:00,pm25,42.5
Barcelona,Eixample,2025-06-05 15:00:00,o3,106.2
Barcelona,Eixample,2025-06-05 16:00:00,pm25,22.9
Barcelona,Eixample,2025-06-05 16:00:00,o3,103.6
Barcelona,Eixample,2025-06-05 17:00:00,pm25,9.3
Barcelona,Eixample,2025-06-05 17:00:00,o3,72.2
Barcelona,Eixample,2025-06-05 18:00:00,pm25,41.0
Barcelona,Eixample,2025-06-05 18:00:00,o3,34.0
Barcelona,Eixample,2025-06-05 19:00:00,pm25,15.3
Barcelona,Eixample,2025-06-05 19:00:00,o3,60.6
Barcelona,Eixample,2025-06-05 20:00:00,pm25,58.2
Barcelona,Eixample,2025-06-05 20:00:00,o3,75.7
Barcelona,Eixample,2025-06-05 21:00:00,pm25,56.5
Barcelona,Eixample,2025-06-05 21:00:00,o3,93.4
Barcelona,Eixample,2025-06-05 22:00:00,pm25,32.3
Barcelona,Eixample,2025-06-05 22:00:00,o3,91.7
Barcelona,Eixample,2025-06-05 23:00:00,pm25,8.9
Barcelona,Eixample,2025-06-05 23:00:00,o3,34.3
Barcelona,Eixample,2025-06-06 00:00:00,pm25,51.1
Barcelona,Eixample,2025-06-06 00:00:00,o3,92.7
Barcelona,Eixample,2025-06-06 01:00:00,pm25,20.1
Barcelona,Eixample,2025-06-06 01:00:00,o3,70.1
Barcelona,Eixample,2025-06-06 02:00:00,pm25,39.5
Barcelona,Eixample,2025-06-06 02:00:00,o3,98.8
Barcelona,Eixample,2025-06-06 03:00:00,pm25,39.4
Barcelona,Eixample,2025-06-06 03:00:00,o3,60.1
Barcelona,Eixample,2025-06-06 04:00:00,pm25,27.5
Barcelona,Eixample,2025-06-06 04:00:00,o3,61.2
Barcelona,Eixample,2025-06-06 05:00:00,pm25,41.9
Barcelona,Eixample,2025-06-06 05:00:00,o3,98.7
Barcelona,Eixample,2025-06-06 06:00:00,pm25,31.6
Barcelona,Eixample,2025-06-06 06:00:00,o3,46.1
Barcelona,Eixample,2025-06-06 07:00:00,pm25,20.3
Barcelona,Eixample,2025-06-06 07:00:00,o3,88.4
Barcelona,Eixample,2025-06-06 08:00:00,pm25,50.5
Barcelona,Eixample,2025-06-06 08:00:00,o3,33.9
Barcelona,Eixample,2025-06-06 09:00:00,pm25,11.5
Barcelona,Eixample,2025-06-06 09:00:00,o3,75.5
Barcelona,Eixample,2025-06-06 10:00:00,pm25,15.6
Barcelona,Eixample,2025-06-06 10:00:00,o3,95.1
Barcelona,Eixample,2025-06-06 11:00:00,pm25,24.1
Barcelona,Eixample,2025-06-06 11:00:00,o3,37.2
Barcelona,Eixample,2025-06-06 12:00:00,pm25,55.9
Barcelona,Eixample,2025-06-06 12:00:00,o3,39.1
Barcelona,Eixample,2025-06-06 13:00:00,pm25,22.8
Barcelona,Eixample,2025-06-06 13:00:00,o3,38.1
Barcelona,Eixample,2025-06-06 14:00:00,pm25,14.0
Barcelona,Eixample,2025-06-06 14:00:00,o3,26.8
Barcelona,Eixample,2025-06-06 15:00:00,pm25,10.9
Barcelona,Eixample,2025-06-06 15:00:00,o3,39.8
Barcelona,Eixample,2025-06-06 16:00:00,pm25,10.8
Barcelona,Eixample,2025-06-06 16:00:00,o3,75.2
Barcelona,Eixample,2025-06-06 17:00:00,pm25,43.4
Barcelona,Eixample,2025-06-06 17:00:00,o3,58.5
Barcelona,Eixample,2025-06-06 18:00:00,pm25,24.5
Barcelona,Eixample,2025-06-06 18:00:00,o3,67.9
Barcelona,Eixample,2025-06-06 19:00:00,pm25,53.5
Barcelona,Eixample,2025-06-06 19:00:00,o3,97.3
Barcelona,Eixample,2025-06-06 20:00:00,pm25,10.3
Barcelona,Eixample,2025-06-06 20:00:00,o3,40.4
Barcelona,Eixample,2025-06-06 21:00:00,pm25,20.3
Barcelona,Eixample,2025-06-06 21:00:00,o3,46.2
Barcelona,Eixample,2025-06-06 22:00:00,pm25,37.7
Barcelona,Eixample,2025-06-06 22:00:00,o3,60.4
Barcelona,Eixample,2025-06-06 23:00:00,pm25,10.6
Barcelona,Eixample,2025-06-06 23:00:00,o3,56.8
Barcelona,Eixample,2025-06-07 00:00:00,pm25,35.2
Barcelona,Eixample,2025-06-07 00:00:00,o3,33.6
Barcelona,Eixample,2025-06-07 01:00:00,pm25,51.3
Barcelona,Eixample,2025-06-07 01:00:00,o3,29.4
Barcelona,Eixample,2025-06-07 02:00:00,pm25,56.1
Barcelona,Eixample,2025-06-07 02:00:00,o3,33.4
Barcelona,Eixample,2025-06-07 03:00:00,pm25,51.9
Barcelona,Eixample,2025-06-07 03:00:00,o3,101.7
Barcelona,Eixample,2025-06-07 04:00:00,pm25,58.9
Barcelona,Eixample,2025-06-07 04:00:00,o3,93.2
Barcelona,Eixample,2025-06-07 05:00:00,pm25,48.5
Barcelona,Eixample,2025-06-07 05:00:00,o3,79.6
Barcelona,Eixample,2025-06-07 06:00:00,pm25,48.5
Barcelona,Eixample,2025-06-07 06:00:00,o3,36.4
Barcelona,Eixample,2025-06-07 07:00:00,pm25,35.9
Barcelona,Eixample,2025-06-07 07:00:00,o3,68.7
Barcelona,Eixample,2025-06-07 08:00:00,pm25,52.6
Barcelona,Eixample,2025-06-07 08:00:00,o3,64.3
Barcelona,Eixample,2025-06-07 09:00:00,pm25,28.0
Barcelona,Eixample,2025-06-07 09:00:00,o3,79.4
Barcelona,Eixample,2025-06-07 10:00:00,pm25,21.9
Barcelona,Eixample,2025-06-07 10:00:00,o3,36.9
Barcelona,Eixample,2025-06-07 11:00:00,pm25,32.8
Barcelona,Eixample,2025-06-07 11:00:00,o3,60.4
Barcelona,Eixample,2025-06-07 12:00:00,pm25,20.1
Barcelona,Eixample,2025-06-07 12:00:00,o3,56.2
Barcelona,Eixample,2025-06-07 13:00:00,pm25,27.1
Barcelona,Eixample,2025-06-07 13:00:00,o3,52.8
Barcelona,Eixample,2025-06-07 14:00:00,pm25,27.7
Barcelona,Eixample,2025-06-07 14:00:00,o3,83.3
Barcelona,Eixample,2025-06-07 15:00:00,pm25,23.4
Barcelona,Eixample,2025-06-07 15:00:00,o3,105.7
Barcelona,Eixample,2025-06-07 16:00:00,pm25,55.7
Barcelona,Eixample,2025-06-07 16:00:00,o3,65.9
Barcelona,Eixample,2025-06-07 17:00:00,pm25,25.1
Barcelona,Eixample,2025-06-07 17:00:00,o3,70.5
Barcelona,Eixample,2025-06-07 18:00:00,pm25,52.1
Barcelona,Eixample,2025-06-07 18:00:00,o3,80.5
Barcelona,Eixample,2025-06-07 19:00:00,pm25,49.8
Barcelona,Eixample,2025-06-07 19:00:00,o3,70.3
Barcelona,Eixample,2025-06-07 20:00:00,pm25,40.9
Barcelona,Eixample,2025-06-07 20:00:00,o3,49.5
Barcelona,Eixample,2025-06-07 21:00:00,pm25,46.2
Barcelona,Eixample,2025-06-07 21:00:00,o3,42.2
Barcelona,Eixample,2025-06-07 22:00:00,pm25,44.1
Barcelona,Eixample,2025-06-07 22:00:00,o3,98.2
Barcelona,Eixample,2025-06-07 23:00:00,pm25,14.9
Barcelona,Eixample,2025-06-07 23:00:00,o3,77.2
Barcelona,Eixample,2025-06-08 00:00:00,pm25,12.9
Barcelona,Eixample,2025-06-08 00:00:00,o3,86.7
Barcelona,Eixample,2025-06-08 01:00:00,pm25,12.4
Barcelona,Eixample,2025-06-08 01:00:00,o3,104.6
Barcelona,Eixample,2025-06-08 02:00:00,pm25,15.1
Barcelona,Eixample,2025-06-08 02:00:00,o3,106.5
Barcelona,Eixample,2025-06-08 03:00:00,pm25,49.6
Barcelona,Eixample,2025-06-08 03:00:00,o3,75.5
Barcelona,Eixample,2025-06-08 04:00:00,pm25,48.7
Barcelona,Eixample,2025-06-08 04:00:00,o3,92.6
Barcelona,Eixample,2025-06-08 05:00:00,pm25,57.2
Barcelona,Eixample,2025-06-08 05:00:00,o3,46.5
Barcelona,Eixample,2025-06-08 06:00:00,pm25,38.7
Barcelona,Eixample,2025-06-08 06:00:00,o3,33.1
Barcelona,Eixample,2025-06-08 07:00:00,pm25,40.0
Barcelona,Eixample,2025-06-08 07:00:00,o3,39.6
Barcelona,Eixample,2025-06-08 08:00:00,pm25,37.4
Barcelona,Eixample,2025-06-08 08:00:00,o3,73.7
Barcelona,Eixample,2025-06-08 09:00:00,pm25,32.2
Barcelona,Eixample,2025-06-08 09:00:00,o3,69.4
Barcelona,Eixample,2025-06-08 10:00:00,pm25,47.7
Barcelona,Eixample,2025-06-08 10:00:00,o3,92.9
Barcelona,Eixample,2025-06-08 11:00:00,pm25,33.6
Barcelona,Eixample,2025-06-08 11:00:00,o3,76.0
Barcelona,Eixample,2025-06-08 12:00:00,pm25,56.4
Barcelona,Eixample,2025-06-08 12:00:00,o3,35.2
Barcelona,Eixample,2025-06-08 13:00:00,pm25,14.1
Barcelona,Eixample,2025-06-08 13:00:00,o3,32.5
Barcelona,Eixample,2025-06-08 14:00:00,pm25,42.2
Barcelona,Eixample,2025-06-08 14:00:00,o3,60.6
Barcelona,Eixample,2025-06-08 15:00:00,pm25,48.3
Barcelona,Eixample,2025-06-08 15:00:00,o3,82.1
Barcelona,Eixample,2025-06-08 16:00:00,pm25,25.3
Barcelona,Eixample,2025-06-08 16:00:00,o3,101.4
Barcelona,Eixample,2025-06-08 17:00:00,pm25,47.7
Barcelona,Eixample,2025-06-08 17:00:00,o3,48.0
Barcelona,Eixample,2025-06-08 18:00:00,pm25,26.9
Barcelona,Eixample,2025-06-08 18:00:00,o3,51.7
Barcelona,Eixample,2025-06-08 19:00:00,pm25,16.2
Barcelona,Eixample,2025-06-08 19:00:00,o3,37.6
Barcelona,Eixample,2025-06-08 20:00:00,pm25,56.7
Barcelona,Eixample,2025-06-08 20:00:00,o3,62.2
Barcelona,Eixample,2025-06-08 21:00:00,pm25,27.9
Barcelona,Eixample,2025-06-08 21:00:00,o3,87.0
Barcelona,Eixample,2025-06-08 22:00:00,pm25,36.8
Barcelona,Eixample,2025-06-08 22:00:00,o3,104.6
Barcelona,Eixample,2025-06-08 23:00:00,pm25,48.6
Barcelona,Eixample,2025-06-08 23:00:00,o3,65.7
Barcelona,Eixample,2025-06-09 00:00:00,pm25,27.6
Barcelona,Eixample,2025-06-09 00:00:00,o3,108.9
Barcelona,Eixample,2025-06-09 01:00:00,pm25,45.3
Barcelona,Eixample,2025-06-09 01:00:00,o3,105.9
Barcelona,Eixample,2025-06-09 02:00:00,pm25,14.2
Barcelona,Eixample,2025-06-09 02:00:00,o3,97.3
Barcelona,Eixample,2025-06-09 03:00:00,pm25,41.1
Barcelona,Eixample,2025-06-09 03:00:00,o3,35.4
Barcelona,Eixample,2025-06-09 04:00:00,pm25,38.6
Barcelona,Eixample,2025-06-09 04:00:00,o3,83.3
Barcelona,Eixample,2025-06-09 05:00:00,pm25,8.6
Barcelona,Eixample,2025-06-09 05:00:00,o3,63.6
Barcelona,Eixample,2025-06-09 06:00:00,pm25,50.9
Barcelona,Eixample,2025-06-09 06:00:00,o3,50.1
Barcelona,Eixample,2025-06-09 07:00:00,pm25,31.8
Barcelona,Eixample,2025-06-09 07:00:00,o3,62.6
Barcelona,Eixample,2025-06-09 08:00:00,pm25,23.7
Barcelona,Eixample,2025-06-09 08:00:00,o3,103.1
Barcelona,Eixample,2025-06-09 09:00:00,pm25,48.6
Barcelona,Eixample,2025-06-09 09:00:00,o3,34.4
Barcelona,Eixample,2025-06-09 10:00:00,pm25,59.8
Barcelona,Eixample,2025-06-09 10:00:00,o3,99.7
Barcelona,Eixample,2025-06-09 11:00:00,pm25,22.8
Barcelona,Eixample,2025-06-09 11:00:00,o3,96.1
Barcelona,Eixample,2025-06-09 12:00:00,pm25,13.5
Barcelona,Eixample,2025-06-09 12:00:00,o3,109.9
Barcelona,Eixample,2025-06-09 13:00:00,pm25,42.6
Barcelona,Eixample,2025-06-09 13:00:00,o3,80.3
Barcelona,Eixample,2025-06-09 14:00:00,pm25,12.7
Barcelona,Eixample,2025-06-09 14:00:00,o3,101.2
Barcelona,Eixample,2025-06-09 15:00:00,pm25,9.5
Barcelona,Eixample,2025-06-09 15:00:00,o3,45.5
Barcelona,Eixample,2025-06-09 16:00:00,pm25,15.4
Barcelona,Eixample,2025-06-09 16:00:00,o3,91.0
Barcelona,Eixample,2025-06-09 17:00:00,pm25,18.3
Barcelona,Eixample,2025-06-09 17:00:00,o3,102.4
Barcelona,Eixample,2025-06-09 18:00:00,pm25,42.1
Barcelona,Eixample,2025-06-09 18:00:00,o3,28.1
Barcelona,Eixample,2025-06-09 19:00:00,pm25,8.3
Barcelona,Eixample,2025-06-09 19:00:00,o3,29.4
Barcelona,Eixample,2025-06-09 20:00:00,pm25,39.5
Barcelona,Eixample,2025-06-09 20:00:00,o3,93.1
Barcelona,Eixample,2025-06-09 21:00:00,pm25,20.4
Barcelona,Eixample,2025-06-09 21:00:00,o3,97.2
Barcelona,Eixample,2025-06-09 22:00:00,pm25,11.0
Barcelona,Eixample,2025-06-09 22:00:00,o3,93.1
Barcelona,Eixample,2025-06-09 23:00:00,pm25,56.2
Barcelona,Eixample,2025-06-09 23:00:00,o3,90.6
Barcelona,Eixample,2025-06-10 00:00:00,pm25,44.3
Barcelona,Eixample,2025-06-10 00:00:00,o3,96.2
Barcelona,Eixample,2025-06-10 01:00:00,pm25,10.1
Barcelona,Eixample,2025-06-10 01:00:00,o3,42.2
Barcelona,Eixample,2025-06-10 02:00:00,pm25,14.5
Barcelona,Eixample,2025-06-10 02:00:00,o3,67.9
Barcelona,Eixample,2025-06-10 03:00:00,pm25,46.7
Barcelona,Eixample,2025-06-10 03:00:00,o3,78.6
Barcelona,Eixample,2025-06-10 04:00:00,pm25,52.3
Barcelona,Eixample,2025-06-10 04:00:00,o3,38.2
Barcelona,Eixample,2025-06-10 05:00:00,pm25,46.2
